Match_ID,Team1,Team2,Team1_Strength,Team2_Strength,Team1_Form,Team2_Form,Venue,Weather,Toss_Winner,Toss_Decision,Home_Advantage,Winner
570,Gujarat Titans,Lucknow Super Giants,70.1,73.13,49,60,Ekana Stadium,Cloudy,Lucknow Super Giants,Bat,0,Lucknow Super Giants
571,Delhi Capitals,Lucknow Super Giants,71.2,73.13,58,58,Eden Gardens,Cloudy,Delhi Capitals,Bat,9,Delhi Capitals
572,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,83,84,Arun Jaitley Stadium,Sunny,Gujarat Titans,Bat,0,Gujarat Titans
573,Chennai Super Kings,Delhi Capitals,71.19,71.2,98,98,Chepauk,Sunny,Chennai Super Kings,Bat,8,Chennai Super Kings
574,Gujarat Titans,Royal Challengers Bengaluru,70.1,70.57,94,74,Eden Gardens,Dew,Royal Challengers Bengaluru,Bat,1,Royal Challengers Bengaluru
575,Kolkata Knight Riders,Delhi Capitals,71.5,71.2,48,92,Ekana Stadium,Humid,Kolkata Knight Riders,Field,0,Kolkata Knight Riders
576,Sunrisers Hyderabad,Mumbai Indians,72.04,71.65,59,48,Chinnaswamy Stadium,Cloudy,Sunrisers Hyderabad,Field,1,Sunrisers Hyderabad
577,Lucknow Super Giants,Mumbai Indians,73.13,71.65,46,42,Wankhede Stadium,Dew,Lucknow Super Giants,Field,0,Lucknow Super Giants
578,Rajasthan Royals,Mumbai Indians,72.07,71.65,77,97,Chinnaswamy Stadium,Cloudy,Mumbai Indians,Bat,1,Mumbai Indians
579,Gujarat Titans,Delhi Capitals,70.1,71.2,62,50,Chinnaswamy Stadium,Sunny,Gujarat Titans,Bat,8,Delhi Capitals
580,Royal Challengers Bengaluru,Lucknow Super Giants,70.57,73.13,86,46,Chinnaswamy Stadium,Dew,Lucknow Super Giants,Bat,7,Royal Challengers Bengaluru
581,Chennai Super Kings,Gujarat Titans,71.19,70.1,53,72,Chinnaswamy Stadium,Dew,Chennai Super Kings,Field,1,Chennai Super Kings
582,Delhi Capitals,Kolkata Knight Riders,71.2,71.5,75,86,Wankhede Stadium,Sunny,Kolkata Knight Riders,Field,1,Kolkata Knight Riders
583,Punjab Kings,Mumbai Indians,70.57,71.65,75,66,Narendra Modi Stadium,Dew,Punjab Kings,Bat,7,Punjab Kings
584,Punjab Kings,Rajasthan Royals,70.57,72.07,65,68,Eden Gardens,Sunny,Punjab Kings,Field,6,Punjab Kings
585,Sunrisers Hyderabad,Rajasthan Royals,72.04,72.07,63,52,Arun Jaitley Stadium,Cloudy,Rajasthan Royals,Bat,3,Rajasthan Royals
586,Gujarat Titans,Kolkata Knight Riders,70.1,71.5,88,90,Rajiv Gandhi Stadium,Humid,Kolkata Knight Riders,Field,7,Kolkata Knight Riders
587,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,71,71,Chinnaswamy Stadium,Cloudy,Rajasthan Royals,Bat,0,Rajasthan Royals
588,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,78,83,Arun Jaitley Stadium,Cloudy,Chennai Super Kings,Bat,1,Chennai Super Kings
589,Punjab Kings,Mumbai Indians,70.57,71.65,58,82,Ekana Stadium,Dew,Mumbai Indians,Field,8,Mumbai Indians
590,Chennai Super Kings,Rajasthan Royals,71.19,72.07,64,68,Arun Jaitley Stadium,Dew,Rajasthan Royals,Field,0,Rajasthan Royals
591,Kolkata Knight Riders,Sunrisers Hyderabad,71.5,72.04,71,67,Chepauk,Humid,Sunrisers Hyderabad,Field,1,Sunrisers Hyderabad
592,Royal Challengers Bengaluru,Punjab Kings,70.57,70.57,70,75,Chepauk,Sunny,Punjab Kings,Field,7,Royal Challengers Bengaluru
593,Kolkata Knight Riders,Delhi Capitals,71.5,71.2,43,41,Wankhede Stadium,Cloudy,Delhi Capitals,Field,9,Delhi Capitals
594,Rajasthan Royals,Chennai Super Kings,72.07,71.19,62,62,Rajiv Gandhi Stadium,Humid,Rajasthan Royals,Bat,3,Rajasthan Royals
595,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,47,61,Chepauk,Sunny,Kolkata Knight Riders,Bat,7,Rajasthan Royals
596,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,41,84,Ekana Stadium,Sunny,Kolkata Knight Riders,Field,9,Kolkata Knight Riders
597,Rajasthan Royals,Mumbai Indians,72.07,71.65,61,71,Arun Jaitley Stadium,Cloudy,Mumbai Indians,Field,6,Mumbai Indians
598,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,53,58,Narendra Modi Stadium,Sunny,Royal Challengers Bengaluru,Field,3,Royal Challengers Bengaluru
599,Gujarat Titans,Rajasthan Royals,70.1,72.07,77,61,Narendra Modi Stadium,Sunny,Rajasthan Royals,Field,3,Gujarat Titans
600,Royal Challengers Bengaluru,Kolkata Knight Riders,70.57,71.5,67,82,Arun Jaitley Stadium,Cloudy,Kolkata Knight Riders,Field,4,Kolkata Knight Riders
601,Sunrisers Hyderabad,Lucknow Super Giants,72.04,73.13,80,85,Chepauk,Dew,Sunrisers Hyderabad,Field,4,Sunrisers Hyderabad
602,Chennai Super Kings,Lucknow Super Giants,71.19,73.13,73,52,Arun Jaitley Stadium,Dew,Chennai Super Kings,Bat,2,Chennai Super Kings
603,Chennai Super Kings,Delhi Capitals,71.19,71.2,95,93,Eden Gardens,Cloudy,Delhi Capitals,Field,4,Chennai Super Kings
604,Chennai Super Kings,Mumbai Indians,71.19,71.65,47,49,Chinnaswamy Stadium,Sunny,Chennai Super Kings,Field,7,Mumbai Indians
605,Lucknow Super Giants,Mumbai Indians,73.13,71.65,50,57,Chepauk,Sunny,Mumbai Indians,Field,10,Mumbai Indians
606,Punjab Kings,Lucknow Super Giants,70.57,73.13,43,95,Eden Gardens,Humid,Lucknow Super Giants,Bat,6,Lucknow Super Giants
607,Chennai Super Kings,Sunrisers Hyderabad,71.19,72.04,55,47,Eden Gardens,Humid,Sunrisers Hyderabad,Bat,3,Sunrisers Hyderabad
608,Gujarat Titans,Chennai Super Kings,70.1,71.19,91,87,Chinnaswamy Stadium,Dew,Gujarat Titans,Bat,1,Chennai Super Kings
609,Kolkata Knight Riders,Lucknow Super Giants,71.5,73.13,71,74,Arun Jaitley Stadium,Sunny,Lucknow Super Giants,Field,7,Lucknow Super Giants
610,Sunrisers Hyderabad,Delhi Capitals,72.04,71.2,70,85,Arun Jaitley Stadium,Humid,Sunrisers Hyderabad,Bat,10,Sunrisers Hyderabad
611,Mumbai Indians,Kolkata Knight Riders,71.65,71.5,75,64,Narendra Modi Stadium,Humid,Mumbai Indians,Bat,7,Kolkata Knight Riders
612,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,45,99,Chinnaswamy Stadium,Humid,Kolkata Knight Riders,Bat,7,Gujarat Titans
613,Chennai Super Kings,Lucknow Super Giants,71.19,73.13,57,95,Eden Gardens,Dew,Lucknow Super Giants,Field,5,Lucknow Super Giants
614,Sunrisers Hyderabad,Kolkata Knight Riders,72.04,71.5,72,44,Arun Jaitley Stadium,Dew,Kolkata Knight Riders,Field,0,Sunrisers Hyderabad
615,Punjab Kings,Sunrisers Hyderabad,70.57,72.04,40,65,Chinnaswamy Stadium,Humid,Sunrisers Hyderabad,Bat,1,Sunrisers Hyderabad
616,Sunrisers Hyderabad,Chennai Super Kings,72.04,71.19,90,100,Arun Jaitley Stadium,Dew,Chennai Super Kings,Bat,4,Chennai Super Kings
617,Kolkata Knight Riders,Mumbai Indians,71.5,71.65,45,66,Arun Jaitley Stadium,Cloudy,Mumbai Indians,Field,9,Mumbai Indians
618,Gujarat Titans,Mumbai Indians,70.1,71.65,98,45,Ekana Stadium,Cloudy,Mumbai Indians,Bat,0,Gujarat Titans
619,Rajasthan Royals,Delhi Capitals,72.07,71.2,50,100,Eden Gardens,Sunny,Delhi Capitals,Field,10,Delhi Capitals
620,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,87,71,Rajiv Gandhi Stadium,Cloudy,Gujarat Titans,Bat,9,Kolkata Knight Riders
621,Mumbai Indians,Chennai Super Kings,71.65,71.19,51,66,Chepauk,Sunny,Chennai Super Kings,Field,3,Chennai Super Kings
622,Punjab Kings,Rajasthan Royals,70.57,72.07,40,70,Chepauk,Humid,Rajasthan Royals,Bat,6,Rajasthan Royals
623,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,43,43,Arun Jaitley Stadium,Cloudy,Royal Challengers Bengaluru,Field,9,Rajasthan Royals
624,Lucknow Super Giants,Gujarat Titans,73.13,70.1,56,72,Rajiv Gandhi Stadium,Humid,Gujarat Titans,Field,2,Gujarat Titans
625,Kolkata Knight Riders,Sunrisers Hyderabad,71.5,72.04,72,71,Arun Jaitley Stadium,Dew,Kolkata Knight Riders,Bat,5,Kolkata Knight Riders
626,Delhi Capitals,Lucknow Super Giants,71.2,73.13,48,71,Narendra Modi Stadium,Humid,Lucknow Super Giants,Field,4,Lucknow Super Giants
627,Delhi Capitals,Chennai Super Kings,71.2,71.19,97,50,Arun Jaitley Stadium,Dew,Delhi Capitals,Field,0,Delhi Capitals
628,Punjab Kings,Kolkata Knight Riders,70.57,71.5,50,85,Ekana Stadium,Dew,Punjab Kings,Field,0,Kolkata Knight Riders
629,Punjab Kings,Gujarat Titans,70.57,70.1,47,94,Chepauk,Sunny,Gujarat Titans,Bat,3,Gujarat Titans
630,Royal Challengers Bengaluru,Kolkata Knight Riders,70.57,71.5,76,97,Chinnaswamy Stadium,Sunny,Royal Challengers Bengaluru,Field,1,Kolkata Knight Riders
631,Delhi Capitals,Lucknow Super Giants,71.2,73.13,58,83,Eden Gardens,Dew,Lucknow Super Giants,Bat,5,Lucknow Super Giants
632,Punjab Kings,Gujarat Titans,70.57,70.1,80,57,Wankhede Stadium,Humid,Punjab Kings,Field,5,Punjab Kings
633,Gujarat Titans,Sunrisers Hyderabad,70.1,72.04,53,95,Wankhede Stadium,Humid,Sunrisers Hyderabad,Bat,1,Sunrisers Hyderabad
634,Kolkata Knight Riders,Sunrisers Hyderabad,71.5,72.04,55,89,Rajiv Gandhi Stadium,Sunny,Kolkata Knight Riders,Bat,2,Sunrisers Hyderabad
635,Sunrisers Hyderabad,Rajasthan Royals,72.04,72.07,59,71,Rajiv Gandhi Stadium,Humid,Sunrisers Hyderabad,Field,10,Rajasthan Royals
636,Punjab Kings,Chennai Super Kings,70.57,71.19,70,57,Rajiv Gandhi Stadium,Sunny,Chennai Super Kings,Field,9,Chennai Super Kings
637,Royal Challengers Bengaluru,Delhi Capitals,70.57,71.2,69,83,Chinnaswamy Stadium,Cloudy,Delhi Capitals,Bat,4,Delhi Capitals
638,Kolkata Knight Riders,Sunrisers Hyderabad,71.5,72.04,48,83,Narendra Modi Stadium,Cloudy,Sunrisers Hyderabad,Field,9,Sunrisers Hyderabad
639,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,67,66,Eden Gardens,Dew,Royal Challengers Bengaluru,Field,4,Royal Challengers Bengaluru
640,Punjab Kings,Sunrisers Hyderabad,70.57,72.04,90,51,Rajiv Gandhi Stadium,Sunny,Punjab Kings,Field,4,Punjab Kings
641,Punjab Kings,Kolkata Knight Riders,70.57,71.5,61,98,Chepauk,Cloudy,Punjab Kings,Bat,9,Kolkata Knight Riders
642,Lucknow Super Giants,Gujarat Titans,73.13,70.1,65,47,Wankhede Stadium,Cloudy,Gujarat Titans,Field,6,Lucknow Super Giants
643,Punjab Kings,Kolkata Knight Riders,70.57,71.5,79,92,Arun Jaitley Stadium,Dew,Kolkata Knight Riders,Bat,2,Kolkata Knight Riders
644,Mumbai Indians,Lucknow Super Giants,71.65,73.13,53,70,Chepauk,Cloudy,Lucknow Super Giants,Bat,1,Lucknow Super Giants
645,Lucknow Super Giants,Rajasthan Royals,73.13,72.07,50,97,Chepauk,Dew,Rajasthan Royals,Field,0,Rajasthan Royals
646,Gujarat Titans,Chennai Super Kings,70.1,71.19,43,61,Wankhede Stadium,Sunny,Chennai Super Kings,Field,7,Chennai Super Kings
647,Kolkata Knight Riders,Lucknow Super Giants,71.5,73.13,71,65,Ekana Stadium,Dew,Kolkata Knight Riders,Bat,8,Kolkata Knight Riders
648,Kolkata Knight Riders,Chennai Super Kings,71.5,71.19,96,70,Eden Gardens,Dew,Chennai Super Kings,Field,6,Chennai Super Kings
649,Delhi Capitals,Punjab Kings,71.2,70.57,54,72,Chinnaswamy Stadium,Humid,Punjab Kings,Bat,4,Punjab Kings
650,Delhi Capitals,Punjab Kings,71.2,70.57,91,94,Chepauk,Cloudy,Punjab Kings,Bat,10,Punjab Kings
651,Punjab Kings,Rajasthan Royals,70.57,72.07,90,66,Ekana Stadium,Humid,Punjab Kings,Bat,8,Punjab Kings
652,Delhi Capitals,Sunrisers Hyderabad,71.2,72.04,51,92,Wankhede Stadium,Sunny,Sunrisers Hyderabad,Field,1,Sunrisers Hyderabad
653,Kolkata Knight Riders,Delhi Capitals,71.5,71.2,90,62,Wankhede Stadium,Humid,Kolkata Knight Riders,Bat,0,Kolkata Knight Riders
654,Rajasthan Royals,Gujarat Titans,72.07,70.1,90,79,Eden Gardens,Sunny,Rajasthan Royals,Bat,10,Gujarat Titans
655,Kolkata Knight Riders,Punjab Kings,71.5,70.57,88,72,Ekana Stadium,Sunny,Kolkata Knight Riders,Field,5,Kolkata Knight Riders
656,Chennai Super Kings,Lucknow Super Giants,71.19,73.13,55,93,Ekana Stadium,Humid,Lucknow Super Giants,Bat,1,Lucknow Super Giants
657,Mumbai Indians,Sunrisers Hyderabad,71.65,72.04,88,88,Rajiv Gandhi Stadium,Cloudy,Mumbai Indians,Field,6,Mumbai Indians
658,Royal Challengers Bengaluru,Delhi Capitals,70.57,71.2,100,41,Ekana Stadium,Cloudy,Royal Challengers Bengaluru,Bat,1,Royal Challengers Bengaluru
659,Chennai Super Kings,Lucknow Super Giants,71.19,73.13,65,88,Wankhede Stadium,Cloudy,Chennai Super Kings,Field,6,Chennai Super Kings
660,Kolkata Knight Riders,Delhi Capitals,71.5,71.2,98,62,Wankhede Stadium,Humid,Kolkata Knight Riders,Field,7,Kolkata Knight Riders
661,Gujarat Titans,Punjab Kings,70.1,70.57,84,62,Rajiv Gandhi Stadium,Cloudy,Punjab Kings,Bat,0,Gujarat Titans
662,Sunrisers Hyderabad,Royal Challengers Bengaluru,72.04,70.57,74,58,Chinnaswamy Stadium,Sunny,Royal Challengers Bengaluru,Field,10,Sunrisers Hyderabad
663,Gujarat Titans,Kolkata Knight Riders,70.1,71.5,55,93,Narendra Modi Stadium,Dew,Gujarat Titans,Bat,5,Kolkata Knight Riders
664,Rajasthan Royals,Punjab Kings,72.07,70.57,59,76,Wankhede Stadium,Dew,Punjab Kings,Bat,9,Punjab Kings
665,Royal Challengers Bengaluru,Mumbai Indians,70.57,71.65,62,59,Narendra Modi Stadium,Cloudy,Mumbai Indians,Bat,1,Mumbai Indians
666,Delhi Capitals,Punjab Kings,71.2,70.57,46,49,Rajiv Gandhi Stadium,Dew,Delhi Capitals,Bat,0,Delhi Capitals
667,Rajasthan Royals,Delhi Capitals,72.07,71.2,83,73,Rajiv Gandhi Stadium,Dew,Delhi Capitals,Field,10,Rajasthan Royals
668,Punjab Kings,Chennai Super Kings,70.57,71.19,92,50,Chepauk,Cloudy,Chennai Super Kings,Field,2,Punjab Kings
669,Mumbai Indians,Punjab Kings,71.65,70.57,70,42,Chepauk,Humid,Mumbai Indians,Field,1,Mumbai Indians
670,Sunrisers Hyderabad,Rajasthan Royals,72.04,72.07,63,59,Arun Jaitley Stadium,Humid,Rajasthan Royals,Field,0,Sunrisers Hyderabad
671,Lucknow Super Giants,Kolkata Knight Riders,73.13,71.5,96,58,Chinnaswamy Stadium,Cloudy,Kolkata Knight Riders,Bat,1,Lucknow Super Giants
672,Punjab Kings,Kolkata Knight Riders,70.57,71.5,76,68,Arun Jaitley Stadium,Dew,Kolkata Knight Riders,Bat,2,Kolkata Knight Riders
673,Punjab Kings,Sunrisers Hyderabad,70.57,72.04,95,86,Arun Jaitley Stadium,Sunny,Sunrisers Hyderabad,Field,3,Sunrisers Hyderabad
674,Punjab Kings,Kolkata Knight Riders,70.57,71.5,81,45,Chepauk,Sunny,Kolkata Knight Riders,Bat,10,Punjab Kings
675,Gujarat Titans,Lucknow Super Giants,70.1,73.13,76,73,Chinnaswamy Stadium,Dew,Gujarat Titans,Bat,10,Gujarat Titans
676,Mumbai Indians,Gujarat Titans,71.65,70.1,93,85,Ekana Stadium,Sunny,Gujarat Titans,Field,9,Gujarat Titans
677,Chennai Super Kings,Sunrisers Hyderabad,71.19,72.04,66,41,Arun Jaitley Stadium,Dew,Sunrisers Hyderabad,Bat,1,Chennai Super Kings
678,Sunrisers Hyderabad,Kolkata Knight Riders,72.04,71.5,89,45,Chepauk,Humid,Kolkata Knight Riders,Bat,0,Sunrisers Hyderabad
679,Lucknow Super Giants,Kolkata Knight Riders,73.13,71.5,64,46,Arun Jaitley Stadium,Cloudy,Kolkata Knight Riders,Field,4,Kolkata Knight Riders
680,Mumbai Indians,Gujarat Titans,71.65,70.1,88,78,Chinnaswamy Stadium,Dew,Gujarat Titans,Bat,4,Gujarat Titans
681,Punjab Kings,Lucknow Super Giants,70.57,73.13,66,80,Chinnaswamy Stadium,Sunny,Lucknow Super Giants,Bat,3,Lucknow Super Giants
682,Gujarat Titans,Chennai Super Kings,70.1,71.19,68,45,Chinnaswamy Stadium,Cloudy,Chennai Super Kings,Bat,3,Gujarat Titans
683,Punjab Kings,Lucknow Super Giants,70.57,73.13,40,92,Ekana Stadium,Humid,Punjab Kings,Bat,0,Lucknow Super Giants
684,Chennai Super Kings,Delhi Capitals,71.19,71.2,93,80,Chinnaswamy Stadium,Humid,Chennai Super Kings,Bat,8,Chennai Super Kings
685,Rajasthan Royals,Sunrisers Hyderabad,72.07,72.04,86,75,Narendra Modi Stadium,Dew,Rajasthan Royals,Field,10,Rajasthan Royals
686,Punjab Kings,Kolkata Knight Riders,70.57,71.5,55,82,Arun Jaitley Stadium,Humid,Punjab Kings,Field,9,Kolkata Knight Riders
687,Lucknow Super Giants,Punjab Kings,73.13,70.57,40,97,Wankhede Stadium,Cloudy,Punjab Kings,Field,6,Punjab Kings
688,Rajasthan Royals,Royal Challengers Bengaluru,72.07,70.57,41,97,Ekana Stadium,Sunny,Royal Challengers Bengaluru,Field,9,Royal Challengers Bengaluru
689,Lucknow Super Giants,Rajasthan Royals,73.13,72.07,69,63,Chinnaswamy Stadium,Dew,Lucknow Super Giants,Bat,0,Lucknow Super Giants
690,Mumbai Indians,Rajasthan Royals,71.65,72.07,92,79,Narendra Modi Stadium,Cloudy,Mumbai Indians,Field,5,Mumbai Indians
691,Gujarat Titans,Mumbai Indians,70.1,71.65,40,52,Rajiv Gandhi Stadium,Sunny,Mumbai Indians,Field,2,Mumbai Indians
692,Gujarat Titans,Sunrisers Hyderabad,70.1,72.04,44,77,Chepauk,Sunny,Gujarat Titans,Field,9,Gujarat Titans
693,Kolkata Knight Riders,Mumbai Indians,71.5,71.65,94,83,Wankhede Stadium,Humid,Mumbai Indians,Bat,6,Mumbai Indians
694,Delhi Capitals,Chennai Super Kings,71.2,71.19,94,66,Narendra Modi Stadium,Sunny,Chennai Super Kings,Field,5,Delhi Capitals
695,Lucknow Super Giants,Kolkata Knight Riders,73.13,71.5,98,66,Ekana Stadium,Humid,Lucknow Super Giants,Field,3,Lucknow Super Giants
696,Mumbai Indians,Chennai Super Kings,71.65,71.19,44,98,Chinnaswamy Stadium,Cloudy,Mumbai Indians,Field,4,Chennai Super Kings
697,Chennai Super Kings,Lucknow Super Giants,71.19,73.13,77,91,Arun Jaitley Stadium,Humid,Chennai Super Kings,Bat,7,Lucknow Super Giants
698,Delhi Capitals,Royal Challengers Bengaluru,71.2,70.57,90,55,Eden Gardens,Dew,Delhi Capitals,Field,9,Delhi Capitals
699,Chennai Super Kings,Delhi Capitals,71.19,71.2,96,94,Eden Gardens,Cloudy,Chennai Super Kings,Field,0,Chennai Super Kings
700,Lucknow Super Giants,Royal Challengers Bengaluru,73.13,70.57,43,58,Rajiv Gandhi Stadium,Dew,Lucknow Super Giants,Field,3,Lucknow Super Giants
701,Punjab Kings,Chennai Super Kings,70.57,71.19,69,90,Rajiv Gandhi Stadium,Sunny,Chennai Super Kings,Bat,7,Chennai Super Kings
702,Lucknow Super Giants,Rajasthan Royals,73.13,72.07,77,90,Chinnaswamy Stadium,Cloudy,Rajasthan Royals,Field,6,Rajasthan Royals
703,Sunrisers Hyderabad,Lucknow Super Giants,72.04,73.13,43,48,Narendra Modi Stadium,Dew,Lucknow Super Giants,Field,9,Lucknow Super Giants
704,Kolkata Knight Riders,Delhi Capitals,71.5,71.2,58,63,Wankhede Stadium,Cloudy,Kolkata Knight Riders,Bat,8,Delhi Capitals
705,Delhi Capitals,Mumbai Indians,71.2,71.65,52,80,Chinnaswamy Stadium,Sunny,Mumbai Indians,Bat,10,Mumbai Indians
706,Delhi Capitals,Gujarat Titans,71.2,70.1,79,59,Rajiv Gandhi Stadium,Humid,Delhi Capitals,Bat,7,Delhi Capitals
707,Lucknow Super Giants,Mumbai Indians,73.13,71.65,84,54,Ekana Stadium,Cloudy,Lucknow Super Giants,Field,5,Lucknow Super Giants
708,Lucknow Super Giants,Delhi Capitals,73.13,71.2,40,44,Arun Jaitley Stadium,Sunny,Lucknow Super Giants,Bat,4,Lucknow Super Giants
709,Delhi Capitals,Lucknow Super Giants,71.2,73.13,41,52,Chinnaswamy Stadium,Humid,Delhi Capitals,Bat,4,Delhi Capitals
710,Sunrisers Hyderabad,Mumbai Indians,72.04,71.65,41,51,Narendra Modi Stadium,Sunny,Sunrisers Hyderabad,Bat,6,Mumbai Indians
711,Mumbai Indians,Kolkata Knight Riders,71.65,71.5,69,55,Arun Jaitley Stadium,Humid,Mumbai Indians,Field,1,Kolkata Knight Riders
712,Mumbai Indians,Gujarat Titans,71.65,70.1,74,64,Arun Jaitley Stadium,Humid,Gujarat Titans,Bat,0,Gujarat Titans
713,Kolkata Knight Riders,Sunrisers Hyderabad,71.5,72.04,60,55,Wankhede Stadium,Humid,Kolkata Knight Riders,Field,3,Kolkata Knight Riders
714,Gujarat Titans,Rajasthan Royals,70.1,72.07,50,72,Rajiv Gandhi Stadium,Humid,Rajasthan Royals,Field,2,Rajasthan Royals
715,Punjab Kings,Gujarat Titans,70.57,70.1,57,77,Rajiv Gandhi Stadium,Sunny,Punjab Kings,Bat,3,Punjab Kings
716,Chennai Super Kings,Gujarat Titans,71.19,70.1,76,50,Arun Jaitley Stadium,Humid,Chennai Super Kings,Bat,1,Chennai Super Kings
717,Lucknow Super Giants,Punjab Kings,73.13,70.57,72,79,Arun Jaitley Stadium,Dew,Punjab Kings,Field,6,Punjab Kings
718,Chennai Super Kings,Lucknow Super Giants,71.19,73.13,51,68,Chinnaswamy Stadium,Humid,Chennai Super Kings,Field,1,Lucknow Super Giants
719,Rajasthan Royals,Kolkata Knight Riders,72.07,71.5,99,54,Eden Gardens,Sunny,Rajasthan Royals,Field,0,Rajasthan Royals
720,Kolkata Knight Riders,Gujarat Titans,71.5,70.1,87,92,Narendra Modi Stadium,Cloudy,Kolkata Knight Riders,Field,0,Kolkata Knight Riders
721,Chennai Super Kings,Gujarat Titans,71.19,70.1,92,77,Wankhede Stadium,Dew,Chennai Super Kings,Field,3,Chennai Super Kings
722,Royal Challengers Bengaluru,Gujarat Titans,70.57,70.1,88,69,Ekana Stadium,Humid,Royal Challengers Bengaluru,Field,3,Royal Challengers Bengaluru
723,Punjab Kings,Gujarat Titans,70.57,70.1,94,75,Wankhede Stadium,Humid,Punjab Kings,Bat,4,Punjab Kings
724,Delhi Capitals,Gujarat Titans,71.2,70.1,54,66,Rajiv Gandhi Stadium,Dew,Gujarat Titans,Field,9,Gujarat Titans
725,Sunrisers Hyderabad,Delhi Capitals,72.04,71.2,76,80,Rajiv Gandhi Stadium,Dew,Sunrisers Hyderabad,Field,1,Sunrisers Hyderabad
726,Gujarat Titans,Punjab Kings,70.1,70.57,80,97,Narendra Modi Stadium,Sunny,Gujarat Titans,Bat,10,Gujarat Titans
727,Punjab Kings,Lucknow Super Giants,70.57,73.13,51,52,Eden Gardens,Dew,Lucknow Super Giants,Bat,3,Lucknow Super Giants
728,Delhi Capitals,Royal Challengers Bengaluru,71.2,70.57,40,50,Arun Jaitley Stadium,Dew,Royal Challengers Bengaluru,Bat,1,Royal Challengers Bengaluru
729,Chennai Super Kings,Mumbai Indians,71.19,71.65,48,95,Chinnaswamy Stadium,Humid,Mumbai Indians,Field,2,Mumbai Indians
730,Royal Challengers Bengaluru,Punjab Kings,70.57,70.57,57,52,Wankhede Stadium,Cloudy,Punjab Kings,Bat,6,Punjab Kings
731,Gujarat Titans,Punjab Kings,70.1,70.57,69,69,Wankhede Stadium,Sunny,Punjab Kings,Field,5,Punjab Kings
732,Gujarat Titans,Sunrisers Hyderabad,70.1,72.04,66,55,Chepauk,Dew,Sunrisers Hyderabad,Field,10,Sunrisers Hyderabad
733,Lucknow Super Giants,Mumbai Indians,73.13,71.65,96,95,Chepauk,Humid,Mumbai Indians,Bat,3,Lucknow Super Giants
734,Rajasthan Royals,Delhi Capitals,72.07,71.2,44,88,Eden Gardens,Humid,Delhi Capitals,Field,2,Delhi Capitals
735,Rajasthan Royals,Punjab Kings,72.07,70.57,64,61,Rajiv Gandhi Stadium,Cloudy,Punjab Kings,Bat,0,Punjab Kings
736,Punjab Kings,Gujarat Titans,70.57,70.1,69,44,Eden Gardens,Cloudy,Gujarat Titans,Bat,7,Gujarat Titans
737,Lucknow Super Giants,Rajasthan Royals,73.13,72.07,51,58,Eden Gardens,Dew,Lucknow Super Giants,Bat,10,Rajasthan Royals
738,Delhi Capitals,Sunrisers Hyderabad,71.2,72.04,53,85,Wankhede Stadium,Cloudy,Sunrisers Hyderabad,Bat,10,Sunrisers Hyderabad
739,Rajasthan Royals,Chennai Super Kings,72.07,71.19,84,59,Ekana Stadium,Sunny,Rajasthan Royals,Bat,6,Rajasthan Royals
740,Mumbai Indians,Gujarat Titans,71.65,70.1,45,41,Rajiv Gandhi Stadium,Sunny,Mumbai Indians,Field,3,Mumbai Indians
741,Rajasthan Royals,Sunrisers Hyderabad,72.07,72.04,86,50,Wankhede Stadium,Dew,Rajasthan Royals,Field,5,Rajasthan Royals
742,Royal Challengers Bengaluru,Chennai Super Kings,70.57,71.19,100,67,Eden Gardens,Cloudy,Royal Challengers Bengaluru,Bat,5,Royal Challengers Bengaluru
743,Lucknow Super Giants,Chennai Super Kings,73.13,71.19,53,69,Chinnaswamy Stadium,Sunny,Chennai Super Kings,Field,0,Chennai Super Kings
744,Gujarat Titans,Punjab Kings,70.1,70.57,46,85,Chepauk,Humid,Gujarat Titans,Field,10,Gujarat Titans
745,Sunrisers Hyderabad,Delhi Capitals,72.04,71.2,51,80,Arun Jaitley Stadium,Dew,Sunrisers Hyderabad,Field,0,Delhi Capitals
746,Mumbai Indians,Royal Challengers Bengaluru,71.65,70.57,77,85,Wankhede Stadium,Cloudy,Mumbai Indians,Bat,4,Royal Challengers Bengaluru
747,Rajasthan Royals,Lucknow Super Giants,72.07,73.13,48,63,Ekana Stadium,Humid,Rajasthan Royals,Bat,6,Rajasthan Royals
748,Gujarat Titans,Punjab Kings,70.1,70.57,87,96,Arun Jaitley Stadium,Cloudy,Punjab Kings,Field,10,Gujarat Titans
749,Chennai Super Kings,Kolkata Knight Riders,71.19,71.5,88,41,Chinnaswamy Stadium,Humid,Kolkata Knight Riders,Bat,3,Chennai Super Kings
750,Mumbai Indians,Gujarat Titans,71.65,70.1,78,95,Rajiv Gandhi Stadium,Humid,Mumbai Indians,Field,10,Gujarat Titans
